2025-03-02 18:44:35,628 - INFO - Starting monitor for user ID: 15
2025-03-02 18:44:35,628 - INFO - Logs will be saved to: monitor_log_15_2025-03-02_18-44-35.txt
2025-03-02 18:44:35,628 - INFO - Current working directory: /home/runner/workspace
2025-03-02 18:44:35,629 - INFO - Created tracking file: monitor_process_15.json
2025-03-02 18:44:35,629 - INFO - Starting monitor for user 15
2025-03-02 18:44:35,629 - INFO - main.py path: /home/runner/workspace/main.py
2025-03-02 18:44:35,629 - INFO - Current working directory: /home/runner/workspace
2025-03-02 18:44:35,629 - INFO - Environment variables set for monitor process:
2025-03-02 18:44:35,630 - INFO - - MONITOR_USER_ID: 15
2025-03-02 18:44:35,630 - INFO - - DISCORD_WEBHOOK_URL: Set
2025-03-02 18:44:35,630 - INFO - - PYTHONPATH: /home/runner/workspace
2025-03-02 18:44:35,630 - INFO - Started process with PID 3607
2025-03-02 18:44:35,631 - INFO - Updated tracking file with PID: 3607
2025-03-02 18:44:37,631 - INFO - 2025-03-02 18:44:37,291 - INFO - Starting monitor main loop
2025-03-02 18:44:37,731 - INFO - 2025-03-02 18:44:37,294 - INFO - === Starting main monitor loop ===
2025-03-02 18:44:37,832 - INFO - 2025-03-02 18:44:37,294 - INFO - Got user ID from environment: 15
2025-03-02 18:44:37,932 - INFO - 2025-03-02 18:44:37,294 - INFO - Creating Flask application...
2025-03-02 18:44:38,033 - INFO - 2025-03-02 18:44:37,451 - INFO - Running in production mode with Replit redirect URI
2025-03-02 18:44:38,133 - INFO - 2025-03-02 18:44:37,451 - INFO - Configured Discord redirect URI: https://workspace.preubbb.repl.dev/oauth-callback
2025-03-02 18:44:38,233 - INFO - 2025-03-02 18:44:37,459 - INFO - Running in production mode with Replit redirect URI
2025-03-02 18:44:38,333 - INFO - 2025-03-02 18:44:37,459 - INFO - Configured Discord redirect URI: https://workspace.preubbb.repl.dev/oauth-callback
2025-03-02 18:44:38,434 - INFO - 2025-03-02 18:44:37,463 - INFO - Flask application created successfully
2025-03-02 18:44:38,534 - INFO - 2025-03-02 18:44:37,463 - INFO - === Entering app context ===
2025-03-02 18:44:38,634 - INFO - 2025-03-02 18:44:37,463 - INFO - Attempting database operations for user 15
2025-03-02 18:44:38,735 - INFO - 2025-03-02 18:44:37,464 - INFO - Created new TTLCache for user 15
2025-03-02 18:44:38,835 - INFO - 2025-03-02 18:44:37,464 - INFO - Attempting to fetch user (attempt 1/3)
2025-03-02 18:44:38,936 - INFO - 2025-03-02 18:44:37,800 - INFO - Found enabled user: discord_sierrah_lynn_ (ID: 15)
2025-03-02 18:44:39,036 - INFO - 2025-03-02 18:44:37,800 - INFO - Fetching monitor configuration...
2025-03-02 18:44:39,136 - INFO - 2025-03-02 18:44:37,827 - INFO - Setting up monitor and webhook...
2025-03-02 18:44:39,236 - INFO - 2025-03-02 18:44:37,828 - INFO - Monitor configuration loaded for user discord_sierrah_lynn_ (ID: 15)
2025-03-02 18:44:39,337 - INFO - 2025-03-02 18:44:37,828 - INFO - - Discord Webhook: Configured
2025-03-02 18:44:39,437 - INFO - 2025-03-02 18:44:37,828 - INFO - - Rate limit: 1.0 req/s
2025-03-02 18:44:39,537 - INFO - 2025-03-02 18:44:37,828 - INFO - - Monitor delay: 30s
2025-03-02 18:44:39,638 - INFO - 2025-03-02 18:44:37,829 - INFO - === Starting monitoring loop ===
2025-03-02 18:44:39,738 - INFO - 2025-03-02 18:44:37,829 - INFO -
2025-03-02 18:44:39,838 - INFO - ---- Monitor Cycle #1 ----
2025-03-02 18:44:39,939 - INFO - 2025-03-02 18:44:37,967 - INFO - Processing 1 stores for retailer: www.deadstock.ca
2025-03-02 18:44:40,039 - INFO - 2025-03-02 18:44:37,967 - INFO - Monitor heartbeat - User 15 - Active and running
2025-03-02 18:44:40,139 - INFO - 2025-03-02 18:44:37,970 - INFO - Fetching products from https://www.deadstock.ca with keywords: ['Jordan', 'Nike']
2025-03-02 18:44:40,239 - INFO - 2025-03-02 18:44:38,076 - INFO - Successfully resolved www.deadstock.ca to 23.227.38.74 using ['127.0.0.11']
2025-03-02 18:44:40,340 - INFO - 2025-03-02 18:44:38,084 - INFO - Making initial request to https://www.deadstock.ca/products.json?limit=150
2025-03-02 18:44:40,440 - INFO - 2025-03-02 18:44:38,548 - INFO - Retrieved 150 products from initial request
2025-03-02 18:44:40,540 - INFO - 2025-03-02 18:44:38,560 - INFO - Found total of 12 matching products
2025-03-02 18:44:40,641 - INFO - 2025-03-02 18:44:38,561 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Nike Everyday Plus Cushioned Training Crew Socks (6 Pack) White / Black
2025-03-02 18:44:40,741 - INFO - 2025-03-02 18:44:38,818 - INFO - Successfully notified about product: Nike Everyday Plus Cushioned Training Crew Socks (6 Pack) White / Black
2025-03-02 18:44:40,841 - INFO - 2025-03-02 18:44:38,819 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Nike Women's Air Rift / Ironstone / Cave Stone
2025-03-02 18:44:41,427 - INFO - 2025-03-02 18:44:41,426 - INFO - Successfully notified about product: Nike Women's Air Rift / Ironstone / Cave Stone
2025-03-02 18:44:41,527 - INFO - 2025-03-02 18:44:41,427 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Nike Women's Air Max SNDR Volt / Black - White
