2025-03-02 18:48:26,245 - INFO - Starting monitor for user ID: 15
2025-03-02 18:48:26,247 - INFO - Logs will be saved to: monitor_log_15_2025-03-02_18-48-26.txt
2025-03-02 18:48:26,248 - INFO - Current working directory: /home/runner/workspace
2025-03-02 18:48:26,249 - INFO - Created tracking file: monitor_process_15.json
2025-03-02 18:48:26,249 - INFO - Starting monitor for user 15
2025-03-02 18:48:26,260 - INFO - main.py path: /home/runner/workspace/main.py
2025-03-02 18:48:26,260 - INFO - Current working directory: /home/runner/workspace
2025-03-02 18:48:26,261 - INFO - Environment variables set for monitor process:
2025-03-02 18:48:26,261 - INFO - - MONITOR_USER_ID: 15
2025-03-02 18:48:26,261 - INFO - - DISCORD_WEBHOOK_URL: Set
2025-03-02 18:48:26,263 - INFO - - PYTHONPATH: /home/runner/workspace
2025-03-02 18:48:26,268 - INFO - Started process with PID 3904
2025-03-02 18:48:26,268 - INFO - Updated tracking file with PID: 3904
2025-03-02 18:48:28,269 - INFO - 2025-03-02 18:48:27,978 - INFO - Starting monitor main loop
2025-03-02 18:48:28,369 - INFO - 2025-03-02 18:48:27,979 - INFO - === Starting main monitor loop ===
2025-03-02 18:48:28,470 - INFO - 2025-03-02 18:48:27,979 - INFO - Got user ID from environment: 15
2025-03-02 18:48:28,571 - INFO - 2025-03-02 18:48:27,979 - INFO - Creating Flask application...
2025-03-02 18:48:28,686 - INFO - 2025-03-02 18:48:28,074 - INFO - Running in production mode with Replit redirect URI
2025-03-02 18:48:28,786 - INFO - 2025-03-02 18:48:28,075 - INFO - Configured Discord redirect URI: https://workspace.preubbb.repl.dev/oauth-callback
2025-03-02 18:48:28,887 - INFO - 2025-03-02 18:48:28,088 - INFO - Running in production mode with Replit redirect URI
2025-03-02 18:48:28,988 - INFO - 2025-03-02 18:48:28,088 - INFO - Configured Discord redirect URI: https://workspace.preubbb.repl.dev/oauth-callback
2025-03-02 18:48:29,088 - INFO - 2025-03-02 18:48:28,094 - INFO - Flask application created successfully
2025-03-02 18:48:29,189 - INFO - 2025-03-02 18:48:28,094 - INFO - === Entering app context ===
2025-03-02 18:48:29,290 - INFO - 2025-03-02 18:48:28,094 - INFO - Attempting database operations for user 15
2025-03-02 18:48:29,392 - INFO - 2025-03-02 18:48:28,094 - INFO - Created new TTLCache for user 15
2025-03-02 18:48:29,492 - INFO - 2025-03-02 18:48:28,094 - INFO - Attempting to fetch user (attempt 1/3)
2025-03-02 18:48:29,593 - INFO - 2025-03-02 18:48:28,389 - INFO - Found enabled user: discord_sierrah_lynn_ (ID: 15)
2025-03-02 18:48:29,693 - INFO - 2025-03-02 18:48:28,390 - INFO - Fetching monitor configuration...
2025-03-02 18:48:29,793 - INFO - 2025-03-02 18:48:28,409 - INFO - Setting up monitor and webhook...
2025-03-02 18:48:29,894 - INFO - 2025-03-02 18:48:28,410 - INFO - Monitor configuration loaded for user discord_sierrah_lynn_ (ID: 15)
2025-03-02 18:48:29,994 - INFO - 2025-03-02 18:48:28,410 - INFO - - Discord Webhook: Configured
2025-03-02 18:48:30,094 - INFO - 2025-03-02 18:48:28,411 - INFO - - Rate limit: 1.0 req/s
2025-03-02 18:48:30,195 - INFO - 2025-03-02 18:48:28,411 - INFO - - Monitor delay: 30s
2025-03-02 18:48:30,295 - INFO - 2025-03-02 18:48:28,411 - INFO - === Starting monitoring loop ===
2025-03-02 18:48:30,395 - INFO - 2025-03-02 18:48:28,411 - INFO -
2025-03-02 18:48:30,496 - INFO - ---- Monitor Cycle #1 ----
2025-03-02 18:48:30,596 - INFO - 2025-03-02 18:48:28,528 - INFO - Processing 1 stores for retailer: www.deadstock.ca
2025-03-02 18:48:30,696 - INFO - 2025-03-02 18:48:28,528 - INFO - Monitor heartbeat - User 15 - Active and running
2025-03-02 18:48:30,797 - INFO - 2025-03-02 18:48:28,528 - INFO - Fetching products from https://www.deadstock.ca with keywords: ['Jordan', 'Nike']
2025-03-02 18:48:30,897 - INFO - 2025-03-02 18:48:28,544 - INFO - Successfully resolved www.deadstock.ca to 23.227.38.74 using ['127.0.0.11']
2025-03-02 18:48:30,997 - INFO - 2025-03-02 18:48:28,551 - INFO - Making initial request to https://www.deadstock.ca/products.json?limit=150
2025-03-02 18:48:31,098 - INFO - 2025-03-02 18:48:28,700 - INFO - Retrieved 150 products from initial request
2025-03-02 18:48:31,198 - INFO - 2025-03-02 18:48:28,725 - INFO - Found total of 12 matching products
2025-03-02 18:48:31,298 - INFO - 2025-03-02 18:48:28,726 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Nike Everyday Plus Cushioned Training Crew Socks (6 Pack) White / Black
2025-03-02 18:48:31,399 - INFO - 2025-03-02 18:48:28,936 - INFO - Successfully notified about product: Nike Everyday Plus Cushioned Training Crew Socks (6 Pack) White / Black
2025-03-02 18:48:31,499 - INFO - 2025-03-02 18:48:28,937 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Nike Women's Air Rift / Ironstone / Cave Stone
2025-03-02 18:48:31,599 - INFO - 2025-03-02 18:48:31,432 - INFO - Successfully notified about product: Nike Women's Air Rift / Ironstone / Cave Stone
2025-03-02 18:48:31,700 - INFO - 2025-03-02 18:48:31,432 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Nike Women's Air Max SNDR Volt / Black - White
2025-03-02 18:48:34,000 - INFO - 2025-03-02 18:48:34,000 - INFO - Successfully notified about product: Nike Women's Air Max SNDR Volt / Black - White
2025-03-02 18:48:34,101 - INFO - 2025-03-02 18:48:34,000 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Jordan 9 Retro Summit White / Black - Dark Powder Blue
2025-03-02 18:48:36,484 - INFO - 2025-03-02 18:48:36,483 - INFO - Successfully notified about product: Jordan 9 Retro Summit White / Black - Dark Powder Blue
2025-03-02 18:48:36,584 - INFO - 2025-03-02 18:48:36,484 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Jordan Women's 1 Zoom CMFT 2 Pine Green / Orange Blaze - Muslin
2025-03-02 18:48:38,943 - INFO - 2025-03-02 18:48:38,943 - INFO - Successfully notified about product: Jordan Women's 1 Zoom CMFT 2 Pine Green / Orange Blaze - Muslin
2025-03-02 18:48:39,044 - INFO - 2025-03-02 18:48:38,944 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Nike Air Trainer 1 Hay / Baroque Brown
2025-03-02 18:48:41,498 - INFO - 2025-03-02 18:48:41,498 - INFO - Successfully notified about product: Nike Air Trainer 1 Hay / Baroque Brown
2025-03-02 18:48:41,599 - INFO - 2025-03-02 18:48:41,499 - INFO - [User 15] New product/restock found on https://www.deadstock.ca: Nike Dunk High Retro PRM Armory Navy / Mineral Slate
